SampleName	Topt	Group
Staphylococcus_saprophyticus_	31.5	group1
Tenacibaculum_mesophilum_strain_DSM_13764	31.5	group1
Allofrancisella_inopinata_strain_SYSU_YG23	32	group1
Chryseobacterium_haifense_strain_G0079	32	group1
Croceicoccus_naphthovorans_strain_PQ2	32	group1
Desulfonema_magnum_strain_4be13	32	group1
Entomoplasma_luminosum_strain_PIMN1	32	group1
Micromonospora_terminaliae_strain_DSM_101760	32	group1
Nonlabens_tegetincola_strain_NBRC_100970	32	group1
Spiroplasma_cantharicola_strain_CC1	32	group1
Spiroplasma_litorale_strain_TN1	32	group1
Spiroplasma_syrphidicola_EA1_strain_EA1	32	group1
Streptomyces_ferrugineus_strain_CCTCC_AA2014009	32	group1
Thiohalobacter_thiocyanaticus_strain_FOKN1	32	group1
Acidithiobacillus_ferrooxidans_ATCC_53993_strain_ATCC_53993	32.5	group1
Acinetobacter_larvae_strain_BRTC1	32.5	group1
Actinoplanes_ianthinogenes_strain_NBRC_13996	32.5	group1
Bacillus_vini_strain_JCM_19841	32.5	group1
Hyphomicrobium_nitrativorans_NL23_strain_NL23	32.5	group1
Kosakonia_oryzae_strain_Ola_51	32.5	group1
Mycolicibacterium_arabiense_strain_JCM_18538	32.5	group1
Myroides_profundi_strain_D25	32.5	group1
Paenibacillus_bovis_strain_BD3526	32.5	group1
Pseudodesulfovibrio_indicus_strain_J2	32.5	group1
Staphylococcus_hyicus_strain_ATCC_11249	32.5	group1
Staphylococcus_simulans_	32.5	group1
Stenotrophomonas_acidaminiphila_strain_T018	32.5	group1
Thiomonas_intermedia_K12_strain_K12	32.5	group1
Ureaplasma_urealyticum_serovar_10_str_ATCC_33699_strain_ATCC_33699	32.5	group1
Alteromonas_macleodii_	33.5	group1
Bacillus_altitudinis_strain_1111	33.5	group1
Bacillus_cytotoxicus_strain_CH_1	33.5	group1
Bacillus_glycinifermentans_	33.5	group1
Bacillus_marisflavi_strain_15125	33.5	group1
Bacillus_safensis_FO36b_strain_FO36b	33.5	group1
Bacteroides_zoogleoformans_strain_ATCC_33285	33.5	group1
Burkholderia_plantarii_strain_ATCC_43733	33.5	group1
Chryseobacterium_taihuense_strain_3012STDY6944375	33.5	group1
Corynebacterium_suranareeae_strain_N24	33.5	group1
Cupriavidus_nantongensis_strain_X1	33.5	group1
Epibacterium_mobile_F1926_strain_F1926	33.5	group1
Halomonas_elongata_DSM_2581_strain_type_strain3A_DSM_2581	33.5	group1
Halomonas_titanicae_strain_ANRCS81	33.5	group1
Idiomarina_piscisalsi_strain_10PY1A	33.5	group1
Kangiella_sediminilitoris_strain_KCTC_23892	33.5	group1
Leptospirillum_ferrooxidans_C23_strain_C23	33.5	group1
Mesoplasma_coleopterae_strain_BARC_779	33.5	group1
Mucilaginibacter_ginsenosidivorax_strain_KHI28	33.5	group1
Mycolicibacterium_mageritense_strain_JCM_12375	33.5	group1
Nocardioides_humi_strain_DCY24	33.5	group1
Paenibacillus_cellulositrophicus_strain_KACC_16577	33.5	group1
Paenibacillus_kribbensis_strain_AM49	33.5	group1
Pontibacter_korlensis_strain_X141T	33.5	group1
Pseudomonas_entomophila_L48_strain_L48	33.5	group1
Pseudomonas_oryzae_strain_KCTC_32247	33.5	group1
Pseudomonas_taiwanensis_strain_WRS8	33.5	group1
Pseudoxanthomonas_mexicana_strain_GTZY2	33.5	group1
Rhodococcus_pyridinivorans_SB3094_strain_SB3094	33.5	group1
Serratia_nematodiphila_strain_DHS01	33.5	group1
Shewanella_litorisediminis_strain_SMK112	33.5	group1
Sphingobacterium_siyangense_strain_PDNC006	33.5	group1
Staphylococcus_epidermidis_	33.5	group1
Vibrio_navarrensis_strain_005383	33.5	group1
Halobacillus_mangrovi_strain_KTB_131	34	group1
Mycobacterium_heidelbergense_strain_JCM_14842	34	group1
Mycobacterium_intracellulare_ATCC_13950_strain_ATCC_13950	34	group1
Mycolicibacterium_confluentis_strain_JCM_13671	34	group1
Pedobacter_suwonensis_strain_Fj_001	34	group1
Acetobacter_senegalensis_strain_108B	35	group1
Aeromicrobium_erythreum_strain_AR18	35	group1
Altererythrobacter_epoxidivorans_strain_CGMCC_17731	35	group1
Altererythrobacter_ishigakiensis_strain_NBRC_107699	35	group1
Alteromonas_pelagimontana_strain_512	35	group1
Aquitalea_magnusonii_strain_H3	35	group1
Bacillus_toyonensis_BCT7112_strain_BCT7112T	35	group1
Capnocytophaga_endodontalis_strain_ChDC_OS43	35	group1
Delftia_tsuruhatensis_strain_CM13	35	group1
Dermabacter_jinjuensis_strain_32T	35	group1
Desulfovibrio_hydrothermalis_AM13___DSM_14728_strain_AM13___DSM_14728	35	group1
Ethanoligenens_harbinense_strain_W1	35	group1
Halobacillus_litoralis_strain_ERB_031	35	group1
Klebsiella_michiganensis_E718_strain_E718	35	group1
Lysinibacillus_varians_strain_GY32	35	group1
Mycobacterium_gordonae_strain_X7091	35	group1
Mycobacterium_kubicae_strain_JCM_13573	35	group1
Neisseria_elongata_strain_M15910	35	group1
Nocardia_wallacei_strain_FMUON74	35	group1
Paenibacillus_guangzhouensis_strain_KCTC_33171	35	group1
Photobacterium_ganghwense_strain_C22	35	group1
Prevotella_fusca_JCM_17724_strain_W1435	35	group1
Prevotella_scopos_JCM_17725_strain_W2052	35	group1
Pseudomonas_toyotomiensis_strain_SM2	35	group1
Rothia_terrae_strain_KJZ14	35	group1
Salicibibacter_halophilus_strain_NKC35	35	group1
Serinicoccus_marinus_DSM_15273_strain_DSM_15273	35	group1
Staphylococcus_auricularis_strain_FDAARGOS_882	35	group1
Staphylococcus_capitis_strain_BN2	35	group1
Staphylococcus_carnosus_strain_FDAARGOS_1147	35	group1
Staphylococcus_haemolyticus_	35	group1
Staphylococcus_hominis_	35	group1
Staphylococcus_warneri_strain_221	35	group1
Acholeplasma_hippikon_strain_NCTC10172	36	group1
Bacteroides_uniformis_CL03T12C37_strain_CL03T12C37	36	group1
Fusobacterium_pseudoperiodonticum_strain_KCOM_1261	36	group1
Marinobacter_adhaerens_strain_HP15B	36	group1
Marinobacter_salsuginis_strain_ECT2AJA044	36	group1
Acholeplasma_laidlawii_strain_NCTC10116	37	group1
Actinobacillus_lignieresii_strain_NCTC10568	37	group1
Actinomyces_qiguomingii_strain_actinomyces_sp_410	37	group1
Anaerostipes_hadrus_	37	group1
Azospirillum_thiophilum_strain_BVS	37	group1
Bacillus_beveridgei_strain_MLTeJB	37	group1
Bacillus_cellulosilyticus_DSM_2522_strain_DSM_2522	37	group1
Bacillus_cereus_03BB102_strain_03BB102	37	group1
Bacillus_haikouensis_strain_MNJ12	37	group1
Bacillus_haynesii_strain_P19	37	group1
Bacillus_oceanisediminis_2691_strain_2691	37	group1
Bacillus_oleronius_strain_DSM_9356	37	group1
Bacillus_paralicheniformis_ATCC_9945a_strain_ATCC_9945a	37	group1
Bacillus_siamensis_strain_B28	37	group1
Bacteroides_cellulosilyticus_strain_CL06T03C01	37	group1
Bacteroides_coprosuis_DSM_18011_strain_DSM_18011	37	group1
Brucella_ceti_TE1075912_strain_TE1075912	37	group1
Brucella_pinnipedialis_strain_23a1	37	group1
Burkholderia_contaminans_strain_170816	37	group1
Burkholderia_mallei_ATCC_23344_strain_ATCC_23344	37	group1
Burkholderia_oklahomensis_C6786_strain_C6786	37	group1
Campylobacter_lanienae_	37	group1
Clostridium_beijerinckii_	37	group1
Corynebacterium_timonense_strain_DSM_45434	37	group1
Dermabacter_vaginalis_strain_AD186	37	group1
Desulfovibrio_marinus_strain_CS1	37	group1
Erysipelothrix_larvae_strain_LV19	37	group1
Escherichia_marmotae_strain_HT073016	37	group1
Eubacterium_limosum_	37	group1
Exiguobacterium_antarcticum_B7_strain_Eab7	37	group1
Flavobacterium_indicum_GPTSA1009___DSM_17447_strain_GPTSA1009	37	group1
Francisella_hispaniensis_FSC454_strain_CCUG_58020	37	group1
Halomonas_alkaliphila_strain_X3	37	group1
Halomonas_campaniensis_strain_LS21	37	group1
Klebsiella_quasipneumoniae_	37	group1
Marinobacter_salinus_strain_Hb8	37	group1
Mesoplasma_tabanidae_strain_BARC_857	37	group1
Microbulbifer_hydrolyticus_strain_IRE31	37	group1
Mycobacterium_grossiae_strain_DSM_104744	37	group1
Mycobacterium_lacus_strain_JCM_15657	37	group1
Mycobacterium_paraseoulense_strain_JCM_16952	37	group1
Mycobacterium_saskatchewanense_strain_JCM_13016	37	group1
Mycobacterium_seoulense_strain_JCM_16018	37	group1
Mycobacterium_simiae_strain_JCM_12377	37	group1
Mycoplasma_tullyi_strain_56A97T	37	group1
Oceanobacillus_kimchii_X50_strain_X50	37	group1
Pantoea_alhagi_strain_LTYR11Z	37	group1
Planococcus_massiliensis_	37	group1
Pseudomonas_xinjiangensis_strain_NRRL_B51270	37	group1
Romboutsia_ilealis_strain_CRIB	37	group1
Salinivibrio_kushneri_strain_AL184	37	group1
Shewanella_indica_strain_Colony474	37	group1
Sphingobacterium_hotanense_strain_AMCC101218	37	group1
Sphingobium_fuliginis_ATCC_27551_strain_ATCC_27551	37	group1
Spiribacter_salinus_M1940_strain_M1940	37	group1
Spiroplasma_mirum_ATCC_29335_strain_ATCC_29335	37	group1
Streptococcus_halotolerans_strain_HTS9	37	group1
Streptomyces_alfalfae_strain_ACCC40021	37	group1
Treponema_succinifaciens_DSM_2489_strain_DSM_2489	37	group1
Vagococcus_teuberi_strain_DSM_21459	37	group1
Virgibacillus_pantothenticus_strain_DSM_26	37	group1
Azoarcus_olearius_strain_BH72	37.5	group1
Hydrogenovibrio_thermophilus_strain_JR2	37.5	group1
Vibrio_diabolicus_strain_FA3	37.5	group1
Bacteroides_xylanisolvens_strain_CL11T00C03	38	group1
Paenibacillus_lentus_strain_DSM_25539	38	group1
Virgibacillus_halodenitrificans_strain_Bac324	38	group1
Nitrospira_moscoviensis_strain_NSP_M1	39	group1
Ruminococcus_champanellensis_18P13___JCM_17042_strain_type_strain3A_18P13	39	group1
Bifidobacterium_eulemuris_strain_DSM_100216	39.5	group1
Bifidobacterium_lemurum_strain_DSM_28807	39.5	group1
Kangiella_profundi_strain_FT102	39.5	group1
Streptococcus_ferus_strain_NCTC12278	39.5	group1
Deinococcus_metallilatus_strain_MA1002	40	group1
Halomonas_beimenensis_strain_NTU111	40	group1
Paracoccus_kondratievae_strain_BJQ0001	40	group1
Mycobacterium_heckeshornense_strain_JCM_15655	42	group1
Acidithiobacillus_caldus_SM1_strain_SM1	45	group1
Acidithiobacillus_caldus_strain_MTH04	45	group1
Thermobispora_bispora_DSM_43833_strain_DSM_43833	45	group1
Thermomonospora_curvata_DSM_43183_strain_DSM_43183	45	group1
Acidimicrobium_ferrooxidans_DSM_10331_strain_DSM_10331	47	group1
Deinococcus_geothermalis_DSM_11300_strain_DSM_11300	47	group1
Flexistipes_sinusarabici_DSM_4947_strain_DSM_4947	47.5	group1
Thauera_hydrothermalis_strain_GD2	47.5	group1
Bacillus_coagulans_26_strain_26	48.5	group1
Bacillus_coagulans_36D1_strain_36D1	48.5	group1
Bacillus_coagulans_DSM_1___ATCC_7050_strain_ATCC_7050	48.5	group1
Mahella_australiensis_501_BON_strain_501_BON	50	group1
Neobacillus_thermocopriae_strain_DUT50_236	50	group1
Roseiflexus_castenholzii_DSM_13941_strain_DSM_13941	50	group1
Saccharomonospora_glauca_K62_strain_K62	50	group1
Chloracidobacterium_thermophilum_B_strain_B	51	group1
Chloracidobacterium_thermophilum_strain_B	51	group1
Thermanaerovibrio_acidaminovorans_DSM_6589_strain_DSM_6589	52.5	group1
Thermodesulfobium_narugense_DSM_14796_strain_DSM_14796	52.5	group1
Anaerolinea_thermophila_UNI1_strain_UNI1	55	group1
Bacillus_methanolicus_MGA3_strain_MGA3	55	group1
Bacillus_smithii_strain_DSM_4216	55	group1
Calditerrivibrio_nitroreducens_DSM_19672_strain_DSM_19672	55	group1
Chloroflexus_aggregans_DSM_9485_strain_DSM_9485	55	group1
Desulfotomaculum_nigrificans_CO1SRB_strain_CO1SRB	55	group1
Geobacillus_stearothermophilus_10_strain_10	55	group1
Geobacillus_stearothermophilus_strain_B5	55	group1
Geobacillus_stearothermophilus_strain_DG1	55	group1
Geobacillus_stearothermophilus_strain_DSM_458	55	group1
Geobacillus_zalihae_strain_SURF114	55	group1
Geobacillus_zalihae_strain_SURF189	55	group1
Hungateiclostridium_thermocellum_AD2_strain_AD2	55	group1
Hungateiclostridium_thermocellum_DSM_1313_strain_DSM_1313	55	group1
Hungateiclostridium_thermocellum_DSM_2360_strain_LQRI	55	group1
Kyrpidia_tusciae_DSM_2912_strain_DSM_2912	55	group1
Meiothermus_taiwanensis_WR220_strain_WR220	55	group1
Parageobacillus_toebii_NBRC_107807_strain_DSM_14590	55	group1
Parageobacillus_toebii_strain_NEB718	55	group1
Syntrophothermus_lipocalidus_DSM_12680_strain_DSM_12680	55	group1
Moorella_thermoacetica_ATCC_39073_strain_ATCC_39073	57	group1
Moorella_thermoacetica_strain_39073HH	57	group1
Moorella_thermoacetica_strain_DSM_103132	57	group1
Moorella_thermoacetica_strain_DSM_103284	57	group1
Moorella_thermoacetica_strain_DSM_2955	57	group1
Moorella_thermoacetica_strain_DSM_521	57	group1
Anoxybacillus_gonensis_strain_G2	57.5	group1
Geobacillus_thermodenitrificans_NG802_strain_NG802	57.5	group1
Geobacillus_thermodenitrificans_strain_ID1	57.5	group1
Geobacillus_thermodenitrificans_strain_KCTC3902	57.5	group1
Geobacillus_thermodenitrificans_strain_T12	57.5	group1
Thermoanaerobacterium_thermosaccharolyticum_M0795_strain_M0795	58.5	group1
Thermoanaerobacterium_thermosaccharolyticum_strain_TG57	58.5	group1
Petrotoga_mobilis_SJ95_strain_SJ95	59	group1
Acidothermus_cellulolyticus_11B_strain_11B__ATCC_43068	60	group1
Anoxybacillus_caldiproteolyticus_strain_U458	60	group1
Anoxybacillus_kamchatkensis_G10_strain_G10	60	group1
Caldithrix_abyssi_DSM_13497_strain_LF13	60	group1
Geobacillus_subterraneus_strain_CPW16	60	group1
Geobacillus_subterraneus_strain_E551	60	group1
Geobacillus_subterraneus_strain_KCTC3922_T_	60	group1
Geobacillus_thermoleovorans_CCB_US3_UF5_strain_CCB_US3_UF5	60	group1
Geobacillus_thermoleovorans_strain_ARTRW1	60	group1
Geobacillus_thermoleovorans_strain_FJAT2391	60	group1
Geobacillus_thermoleovorans_strain_SGAir0734	60	group1
Geobacillus_thermoleovorans_strain_SURF48B	60	group1
Parageobacillus_thermoglucosidasius_C56YS93_strain_C56YS93	60	group1
Parageobacillus_thermoglucosidasius_strain_DSM_2542	60	group1
Parageobacillus_thermoglucosidasius_strain_TM242	60	group1
Parageobacillus_thermoglucosidasius_strain_Wild_Type	60	group1
Parageobacillus_thermoglucosidasius_TNO09020_strain_TNO09020	60	group1
Thermoanaerobacterium_xylanolyticum_LX11_strain_LX11	60	group1
Thermoclostridium_stercorarium_subsp_stercorarium_DSM_8532_strain_DSM_8532	60	group1
Thermoclostridium_stercorarium_subsp_thermolacticum_DSM_2910_strain_DSM_2910	60	group1
Thermotoga_profunda_AZM34c06_strain_AZM34c06	60	group1
Ureibacillus_thermosphaericus_strain_A1	60	group1
Deferribacter_desulfuricans_SSM1_strain_SSM1	62.5	group1
Geobacillus_kaustophilus_NBRC_102445_strain_NBRC_102445	62.5	group1
Meiothermus_ruber_DSM_1279_strain_DSM_1279	62.5	group1
Coprothermobacter_proteolyticus_DSM_5265_strain_DSM_5265	63	group1
Thermosediminibacter_oceani_DSM_16646_strain_DSM_16646	64	group1
Caldicellulosiruptor_hydrothermalis_108_strain_108	65	group1
Fervidobacterium_islandicum_strain_AW1	65	group1
Rhodothermus_marinus_DSM_4252_strain_DSM_4252	65	group1
Rhodothermus_marinus_strain_AA213	65	group1
Rhodothermus_marinus_strain_AA338	65	group1
Thermus_scotoductus_SA01_strain_SA01	65	group1
Alicyclobacillus_acidocaldarius_subsp_acidocaldarius_DSM_446_strain_DSM_446	65.5	group1
Thermoanaerobacter_kivui_strain_LKT1	66	group1
Thermoanaerobacter_wiegelii_Rt8B1_strain_Rt8B1	66.5	group1
Spirochaeta_thermophila_DSM_6578_strain_DSM_6578	67	group1
Marinithermus_hydrothermalis_DSM_14884_strain_DSM_14884	67.5	group1
Caldicellulosiruptor_lactoaceticus_6A_strain_6A	68	group1
Thermus_thermophilus_	68.5	group1
Thermus_thermophilus_HB27_strain_HB27	68.5	group1
Thermus_thermophilus_HB8_strain_HB8	68.5	group1
Thermus_thermophilus_JL18_strain_JL18	68.5	group1
Thermus_thermophilus_SG05JP1716_strain_SG05JP1716	68.5	group1
Thermus_thermophilus_strain_AA220	68.5	group1
Thermus_thermophilus_strain_AA229	68.5	group1
Thermus_thermophilus_strain_HB27c	68.5	group1
Thermus_thermophilus_strain_HB5002	68.5	group1
Thermus_thermophilus_strain_HB5008	68.5	group1
Thermus_thermophilus_strain_HB5018	68.5	group1
Thermus_thermophilus_strain_HC11	68.5	group1
Ammonifex_degensii_KC4_strain_KC4	70	group1
Caldicellulosiruptor_kronotskyensis_2002_strain_2002	70	group1
Desulfurobacterium_thermolithotrophum_DSM_11699_strain_DSM_11699	70	group1
Fervidobacterium_nodosum_Rt17B1_strain_Rt17B1	70	group1
Geobacillus_thermocatenulatus_strain_KCTC_3921	70	group1
Kosmotoga_pacifica_strain_SLHLJ1	70	group1
Pseudothermotoga_hypogea_DSM_11164___NBRC_106472_strain_DSM_11164	70	group1
Pseudothermotoga_hypogea_DSM_11164___NBRC_106472_strain_NBRC_106472	70	group1
Pseudothermotoga_thermarum_DSM_5069_strain_DSM_5069	70	group1
Thermoanaerobacter_siderophilus_SR4_strain_SR4	70	group1
Thermodesulfatator_indicus_DSM_15286_strain_DSM_15286	70	group1
Thermomicrobium_roseum_DSM_5159_strain_DSM_5159	70	group1
Thermosipho_melanesiensis_strain_431	70	group1
Thermus_brockianus_strain_GE1	70	group1
Thermus_oshimai_JL2_strain_JL2	70	group1
Thermus_parvatiensis_strain_RL	70	group1
Carboxydothermus_hydrogenoformans_Z2901_strain_Z2901	71	group1
Hydrogenobacter_thermophilus_TK6_strain_TK6	72.5	group1
Thermoanaerobacter_italicus_Ab9_strain_Ab9	72.5	group1
Thermoanaerobacter_mathranii_subsp_mathranii_str_A3_strain_A3	72.5	group1
Caldicellulosiruptor_owensensis_OL_strain_OL	75	group1
Thermaerobacter_marianensis_DSM_12885_strain_DSM_12885	75	group1
Thermosipho_africanus_TCF52B_strain_TCF52B	75	group1
Thermovibrio_ammonificans_HB1_strain_HB1	75	group1
Caldicellulosiruptor_kristjanssonii_I77R1B_strain_177R1B	78	group1
Caldicellulosiruptor_obsidiansis_OB47_strain_OB47	78	group1
Dictyoglomus_thermophilum_H612_strain_H612__ATCC_35947	78	group1
Caldicellulosiruptor_bescii_DSM_6725_strain_DSM_6725	79	group1
Fervidobacterium_pennivorans_DSM_9078_strain_DSM_9078	80	group1
Fervidobacterium_pennivorans_strain_DYC	80	group1
Fervidobacterium_pennivorans_strain_T	80	group1
Thermocrinis_albus_DSM_14484_strain_DSM_14484	80	group1
Thermocrinis_ruber_strain_DSM_23557	80	group1
Thermotoga_maritima_MSB8_strain_MSB8	80	group1
Thermotoga_maritima_strain_Tma100	80	group1
Thermotoga_maritima_strain_Tma200	80	group1
Thermotoga_naphthophila_RKU10_strain_RKU10	80	group1
Thermodesulfobacterium_geofontis_OPF15_strain_OPF15	83	group1
ZZ_Acetobacter_oryzoeni_strain_B6	0	group2
ZZ_Acetobacter_persici_strain_TMW21084	0	group2
ZZ_Acidihalobacter_yilgarnenesis_strain_F5	0	group2
ZZ_Acidovorax_ebreus_TPSY_strain_TPSY	0	group2
ZZ_Acidovorax_monticola_strain_KACC_19171	0	group2
ZZ_Acinetobacter_chinensis_strain_WCHAc010005	0	group2
ZZ_Acinetobacter_cumulans_strain_WCHAc060092	0	group2
ZZ_Acinetobacter_lanii_strain_185	0	group2
ZZ_Acinetobacter_shaoyimingii_strain_3231	0	group2
ZZ_Acinetobacter_wanghuae_strain_dk386	0	group2
ZZ_Actinobacillus_porcitonsillarum_strain_9953L55	0	group2
ZZ_Actinomyces_lilanjuaniae_strain_2129	0	group2
ZZ_Actinomyces_marmotae_strain_zg325	0	group2
ZZ_Actinomyces_pacaensis_strain_MarseilleP2985T	0	group2
ZZ_Actinomyces_procaprae_strain_dk561	0	group2
ZZ_Actinomyces_wuliandei_strain_299	0	group2
ZZ_Aeromicrobium_yanjiei_strain_MF47	0	group2
ZZ_Agrobacterium_fabacearum_strain_Ach5	0	group2
ZZ_Agrobacterium_fabrum_strain_12D13	0	group2
ZZ_Agromyces_intestinalis_strain_KACC_19306	0	group2
ZZ_Agromyces_laixinhei_strain_HY052	0	group2
ZZ_Agromyces_protaetiae_strain_FW100M8	0	group2
ZZ_Algoriphagus_sanaruensis_strain_M82	0	group2
ZZ_Alistipes_megaguti_strain_MarseilleP5997	0	group2
ZZ_Alkalihalobacillus_gibsonii_strain_FJAT10019	0	group2
ZZ_Alkalihalobacillus_miscanthi_strain_AK13	0	group2
ZZ_Amedibacterium_intestinale_strain_N6H15	0	group2
ZZ_Aminipila_terrae_strain_CBA3637	0	group2
ZZ_Amycolatopsis_methanolica_239_strain_239	0	group2
ZZ_Anabaena_cylindrica_PCC_7122_strain_PCC_7122	0	group2
ZZ_Anaerococcus_obesiensis_strain_FDAARGOS_989	0	group2
ZZ_Anaerocolumna_sedimenticola_strain_CBA3638	0	group2
ZZ_Anaplasma_marginale_strain_Jaboticabal	0	group2
ZZ_Anaplasma_ovis_str_Haibei_strain_Haibei	0	group2
ZZ_Anaplasma_phagocytophilum_str_Dog2_strain_Dog2	0	group2
ZZ_Anaplasma_platys_strain_S3	0	group2
ZZ_Arachidicoccus_soli_strain_KIS5912	0	group2
ZZ_Arcobacter_ellisii_strain_LMG_26155	0	group2
ZZ_Arcobacter_peruensis_strain_PSE93	0	group2
ZZ_Arcobacter_suis_CECT_7833_strain_CECT_7833	0	group2
ZZ_Arcobacter_venerupis_strain_LMG_26156	0	group2
ZZ_Arthrobacter_dokdonellae_	0	group2
ZZ_Arthrospira_platensis_YZ_strain_YZ	0	group2
ZZ_Azospirillum_ramasamyi_strain_M2T2B2	0	group2
ZZ_Azospirillum_thermophilum_strain_CFH_70021	0	group2
ZZ_Bacillus_anthracis_52G_strain_52G	0	group2
ZZ_Bacillus_bombysepticus_str_Wang_strain_wang	0	group2
ZZ_Bacillus_caldolyticus_strain_NEB414	0	group2
ZZ_Bacillus_dafuensis_strain_FJAT25496	0	group2
ZZ_Bacillus_freudenreichii_strain_NCTC4823	0	group2
ZZ_Bacillus_velezensis_	0	group2
ZZ_Bacillus_weihaiensis_strain_Alg07	0	group2
ZZ_Bacteroides_luhongzhouii_strain_HF5141	0	group2
ZZ_Bacteroides_zhangwenhongi_strain_HF5287	0	group2
ZZ_Bartonella_kosoyi_strain_Tel_Aviv	0	group2
ZZ_Bartonella_krasnovii_strain_OE_11	0	group2
ZZ_Blattabacterium_cuenoti_BPAA_strain_BPAA	0	group2
ZZ_Blattabacterium_punctulatus_CPU2_strain_CPU2	0	group2
ZZ_Blautia_pseudococcoides_strain_YL58	0	group2
ZZ_Blochmannia_endosymbiont_of_Camponotus_nipponensis_	0	group2
ZZ_Bordetella_flabilis_strain_AU10664	0	group2
ZZ_Bordetella_genomosp_13_strain_AU7206	0	group2
ZZ_Borrelia_anserina_Es_strain_Es	0	group2
ZZ_Borrelia_coriaceae_ATCC_43381_strain_Co53	0	group2
ZZ_Borrelia_crocidurae_DOU_strain_DOU	0	group2
ZZ_Borrelia_maritima_strain_CA690	0	group2
ZZ_Borrelia_miyamotoi_FR64b_strain_FR64b	0	group2
ZZ_Borrelia_parkeri_HR1_strain_HR1	0	group2
ZZ_Borrelia_turicatae_91E135_strain_91E135	0	group2
ZZ_Borreliella_bissettii_DN127_strain_DN127	0	group2
ZZ_Bosea_vaviloviae_strain_Vaf18	0	group2
ZZ_Brachybacterium_vulturis_strain_VM2412	0	group2
ZZ_Bradyrhizobium_cosmicum_strain_58S1	0	group2
ZZ_Bradyrhizobium_genosp_B_strain_BDV5040	0	group2
ZZ_Bradyrhizobium_guangxiense_strain_CCBAU_53363	0	group2
ZZ_Bradyrhizobium_guangzhouense_strain_CCBAU_51670	0	group2
ZZ_Bradyrhizobium_icense_strain_LMTR_13	0	group2
ZZ_Bradyrhizobium_ottawaense_strain_GAS524	0	group2
ZZ_Bradyrhizobium_symbiodeficiens_strain_101S1MB	0	group2
ZZ_Bradyrhizobium_zhanjiangense_strain_CCBAU_51778	0	group2
ZZ_Brenneria_izadpanahii_strain_Iran_50	0	group2
ZZ_Brevibacterium_flavum_strain_ATCC_15168	0	group2
ZZ_Brucella_abortus_2308_strain_2308	0	group2
ZZ_Brucella_canis_ATCC_23365_strain_ATCC_23365	0	group2
ZZ_Brucella_melitensis_	0	group2
ZZ_Brucella_suis_019_strain_019	0	group2
ZZ_Buchnera_aphidicola__Acyrthosiphon_lactucae__strain_Ala	0	group2
ZZ_Burkholderia_cepacia_	0	group2
ZZ_Burkholderia_humptydooensis_strain_FDAARGOS_899	0	group2
ZZ_Burkholderia_pseudomallei_	0	group2
ZZ_Calothrix_parasitica_NIES267_strain_NIES267	0	group2
ZZ_Caminibacter_pacificus_strain_TB6	0	group2
ZZ_Campylobacter_armoricus_strain_CCUG_73571	0	group2
ZZ_Campylobacter_novaezeelandiae_strain_W441b	0	group2
ZZ_Candidatus_Annandia_adelgestsuga_	0	group2
ZZ_Candidatus_Aquiluna_sp_UBMaderosW2red_strain_UBMaderosW2red	0	group2
ZZ_Candidatus_Arsenophonus_lipoptenae_strain_CB	0	group2
ZZ_Candidatus_Arthromitus_sp_SFBmouseJapan_	0	group2
ZZ_Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_strain_ALOHA	0	group2
ZZ_Candidatus_Azoamicus_ciliaticola_	0	group2
ZZ_Candidatus_Babela_massiliensis_strain_673862	0	group2
ZZ_Candidatus_Bipolaricaulis_anaerobius_	0	group2
ZZ_Candidatus_Blochmannia_chromaiodes_str_640_strain_640	0	group2
ZZ_Candidatus_Borrelia_tachyglossi_strain_BcF101268	0	group2
ZZ_Candidatus_Campylobacter_infans_strain_19S00001	0	group2
ZZ_Candidatus_Cardinium_hertigii_strain_cHgTN10	0	group2
ZZ_Candidatus_Carsonella_ruddii_	0	group2
ZZ_Candidatus_Chazhemtobacterium_aquaticus_	0	group2
ZZ_Candidatus_Cloacimonas_acidaminovorans_str_Evry_strain_Evry	0	group2
ZZ_Candidatus_Coxiella_mudrowiae_	0	group2
ZZ_Candidatus_Cyclonatronum_proteinivorum_strain_Omega	0	group2
ZZ_Candidatus_Cytomitobacter_indipagum_	0	group2
ZZ_Candidatus_Deianiraea_vastatrix_	0	group2
ZZ_Candidatus_Desulfofervidus_auxilii_strain_HS1	0	group2
ZZ_Candidatus_Desulforudis_audaxviator_MP104C_strain_MP104C	0	group2
ZZ_Candidatus_Desulfovibrio_trichonymphae_strain_RsN31	0	group2
ZZ_Candidatus_Doolittlea_endobia_	0	group2
ZZ_Candidatus_Endolissoclinum_faulkneri_L2_strain_L2	0	group2
ZZ_Candidatus_Endomicrobium_trichonymphae_	0	group2
ZZ_Candidatus_Enterovibrio_luxaltus_	0	group2
ZZ_Candidatus_Erwinia_haradaeae_strain_ErCicuneomaculata	0	group2
ZZ_Candidatus_Filomicrobium_marinum_strain_strain_W	0	group2
ZZ_Candidatus_Fokinia_solitaria_	0	group2
ZZ_Candidatus_Fonsibacter_ubiquis_strain_LSUCC0530	0	group2
ZZ_Candidatus_Formimonas_warabiya_strain_DCMF	0	group2
ZZ_Candidatus_Frankia_datiscae_strain_Dg1	0	group2
