	observed	predict
Serinicoccus_profundi_strain_CGMCC_45582	30	30.50281562
Shewanella_oneidensis_MR1_strain_MR1	30	25.07523686
Sorangium_cellulosum_So_ce56_strain_So_ce_56	30	30.45050951
Sphingobium_phenoxybenzoativorans_strain_Tas13	30	29.54606299
Sphingomonas_ginsengisoli_An_et_al_2013_strain_KACC_16858	30	29.62239871
Spiroplasma_chinense_strain_CCH	30	29.86456044
Spiroplasma_chrysopicola_DF1_strain_DF1	30	30.96263661
Spiroplasma_diminutum_CUAS1_strain_CUAS1	30	30.66880466
Spiroplasma_eriocheiris_CCTCC_M_207170_strain_CCTCC_M_207170	30	32.02836301
Spiroplasma_phoeniceum_P40_strain_P40	30	31.13652155
Spiroplasma_poulsonii_strain_MSRO_BK	30	31.84442257
Spiroplasma_sabaudiense_Ar1343_strain_Ar1343	30	30.45551471
Spirosoma_montaniterrae_strain_DY10	30	27.93055556
Staphylococcus_nepalensis_strain_JS1	30	31.57082198
Staphylococcus_xylosus_	30	31.32694892
Streptomyces_aquilus_strain_GGCR6	30	29.5739899
Streptomyces_harbinensis_strain_NA02264	30	29.91430518
Streptomyces_leeuwenhoekii_strain_type_strain__C34___DSM_42122___NRRL_B24963_	30	31.01314523
Sulfurimonas_paralvinellae_strain_GO25	30	28.93753406
Sulfurospirillum_cavolei_strain_UCH003	30	31.50301231
Sulfurospirillum_multivorans_DSM_12446_strain_DSM_12446	30	31.42926083
Tenacibaculum_maritimum_NCIMB_2154_	30	27.57268258
Terribacillus_goriensis_strain_MP602	30	31.78360621
Tetragenococcus_koreensis_strain_KCTC_3924	30	31.94548993
Tetragenococcus_osmophilus_strain_JCM_31126	30	31.91766493
Vallitalea_pronyensis_strain_FatNI3	30	35.73906835
Vibrio_astriarenae_strain_HN897	30	28.26809057
Vibrio_jasicida_090810c_strain_090810c	30	27.54564033
Vibrio_metoecus_strain_062478	30	29.74605385
Virgibacillus_necropolis_strain_LMG_19488	30	33.46804775
Virgibacillus_phasianinus_strain_LM2416	30	33.62572095
Weissella_diestrammenae_strain_KACC_16890	30	31.31053333
Winogradskyella_sediminis_strain_RHA_55	30	26.82659722
Shewanella_maritima_strain_D42	30.5	26.15575181
Echinicola_vietnamensis_DSM_17526_strain_DSM_17526	31	27.57353723
Mycobacterium_haemophilum_DSM_44634_strain_ATCC_29548	31	34.80266008
Mycolicibacterium_madagascariense_strain_JCM_13574	31	32.56902778
Paenibacillus_chitinolyticus_strain_KCCM_41400	31	29.27405203
Pseudoalteromonas_phenolica_OBC30_strain_OBC30	31	24.66491354
Spiroplasma_kunkelii_CR23x_strain_CR23x	31	32.15469697
Thauera_humireducens_strain_SgZ1	31	31.39653652
Acidovorax_carolinensis_strain_NA2	31.25	28.23119369
Pseudomonas_moraviensis_R28S_strain_R28S	31.5	28.79960757
Staphylococcus_saprophyticus_	31.5	31.48180924
Tenacibaculum_mesophilum_strain_DSM_13764	31.5	27.76198187
Allofrancisella_inopinata_strain_SYSU_YG23	32	28.5158377
Chryseobacterium_haifense_strain_G0079	32	27.15222552
Croceicoccus_naphthovorans_strain_PQ2	32	29.35467914
Desulfonema_magnum_strain_4be13	32	43.50735422
Entomoplasma_luminosum_strain_PIMN1	32	30.34944158
Micromonospora_terminaliae_strain_DSM_101760	32	30.29688951
Nonlabens_tegetincola_strain_NBRC_100970	32	27.3526721
Spiroplasma_cantharicola_strain_CC1	32	30.08255064
Spiroplasma_litorale_strain_TN1	32	30.89239418
Spiroplasma_syrphidicola_EA1_strain_EA1	32	30.47414414
Streptomyces_ferrugineus_strain_CCTCC_AA2014009	32	30.0747549
Thiohalobacter_thiocyanaticus_strain_FOKN1	32	31.77183426
Acidithiobacillus_ferrooxidans_ATCC_53993_strain_ATCC_53993	32.5	31.48782242
Acinetobacter_larvae_strain_BRTC1	32.5	29.22148623
Actinoplanes_ianthinogenes_strain_NBRC_13996	32.5	30.73643617
Bacillus_vini_strain_JCM_19841	32.5	34.32403756
Hyphomicrobium_nitrativorans_NL23_strain_NL23	32.5	29.3342
Kosakonia_oryzae_strain_Ola_51	32.5	32.53861789
Mycolicibacterium_arabiense_strain_JCM_18538	32.5	32.8264292
Myroides_profundi_strain_D25	32.5	28.64846491
Paenibacillus_bovis_strain_BD3526	32.5	28.76926941
Pseudodesulfovibrio_indicus_strain_J2	32.5	31.95401632
Staphylococcus_hyicus_strain_ATCC_11249	32.5	33.67570621
Staphylococcus_simulans_	32.5	33.03205479
Stenotrophomonas_acidaminiphila_strain_T018	32.5	29.47615556
Thiomonas_intermedia_K12_strain_K12	32.5	30.5684047
Ureaplasma_urealyticum_serovar_10_str_ATCC_33699_strain_ATCC_33699	32.5	33.97193107
Alteromonas_macleodii_	33.5	27.32550866
Bacillus_altitudinis_strain_1111	33.5	33.47902381
Bacillus_cytotoxicus_strain_CH_1	33.5	36.18265823
Bacillus_glycinifermentans_	33.5	35.34722927
Bacillus_marisflavi_strain_15125	33.5	32.52652778
Bacillus_safensis_FO36b_strain_FO36b	33.5	33.67128347
Bacteroides_zoogleoformans_strain_ATCC_33285	33.5	35.65085125
Burkholderia_plantarii_strain_ATCC_43733	33.5	30.95349248
Chryseobacterium_taihuense_strain_3012STDY6944375	33.5	27.53889282
Corynebacterium_suranareeae_strain_N24	33.5	30.50627734
Cupriavidus_nantongensis_strain_X1	33.5	29.32261905
Epibacterium_mobile_F1926_strain_F1926	33.5	26.74668889
Halomonas_elongata_DSM_2581_strain_type_strain3A_DSM_2581	33.5	31.51981982
Halomonas_titanicae_strain_ANRCS81	33.5	29.33614835
Idiomarina_piscisalsi_strain_10PY1A	33.5	30.21008598
Kangiella_sediminilitoris_strain_KCTC_23892	33.5	30.63496129
Leptospirillum_ferrooxidans_C23_strain_C23	33.5	43.01407254
Mesoplasma_coleopterae_strain_BARC_779	33.5	30.83793981
Mucilaginibacter_ginsenosidivorax_strain_KHI28	33.5	26.73833841
Mycolicibacterium_mageritense_strain_JCM_12375	33.5	32.76466837
Nocardioides_humi_strain_DCY24	33.5	28.87182081
Paenibacillus_cellulositrophicus_strain_KACC_16577	33.5	29.21347032
Paenibacillus_kribbensis_strain_AM49	33.5	30.40032895
Pontibacter_korlensis_strain_X141T	33.5	28.31546023
Pseudomonas_entomophila_L48_strain_L48	33.5	28.66447858
Pseudomonas_oryzae_strain_KCTC_32247	33.5	28.91910959
Pseudomonas_taiwanensis_strain_WRS8	33.5	28.35305335
Pseudoxanthomonas_mexicana_strain_GTZY2	33.5	29.06964286
Rhodococcus_pyridinivorans_SB3094_strain_SB3094	33.5	31.17701988
Serratia_nematodiphila_strain_DHS01	33.5	30.03975143
Shewanella_litorisediminis_strain_SMK112	33.5	26.97394958
Sphingobacterium_siyangense_strain_PDNC006	33.5	28.21111111
Staphylococcus_epidermidis_	33.5	33.6038371
Vibrio_navarrensis_strain_005383	33.5	26.77949389
Halobacillus_mangrovi_strain_KTB_131	34	32.92672652
Mycobacterium_heidelbergense_strain_JCM_14842	34	34.45969136
Mycobacterium_intracellulare_ATCC_13950_strain_ATCC_13950	34	34.97271505
Mycolicibacterium_confluentis_strain_JCM_13671	34	32.5624036
Pedobacter_suwonensis_strain_Fj_001	34	28.0850317
Acetobacter_senegalensis_strain_108B	35	29.81945193
Aeromicrobium_erythreum_strain_AR18	35	29.70107177
Altererythrobacter_epoxidivorans_strain_CGMCC_17731	35	31.34375
Altererythrobacter_ishigakiensis_strain_NBRC_107699	35	31.08006536
Alteromonas_pelagimontana_strain_512	35	27.64753177
Aquitalea_magnusonii_strain_H3	35	30.12638889
Bacillus_toyonensis_BCT7112_strain_BCT7112T	35	30.44748623
Capnocytophaga_endodontalis_strain_ChDC_OS43	35	31.4492363
Delftia_tsuruhatensis_strain_CM13	35	26.40025072
Dermabacter_jinjuensis_strain_32T	35	33.29934861
Desulfovibrio_hydrothermalis_AM13___DSM_14728_strain_AM13___DSM_14728	35	31.82375
Ethanoligenens_harbinense_strain_W1	35	46.68096138
Halobacillus_litoralis_strain_ERB_031	35	32.81858796
Klebsiella_michiganensis_E718_strain_E718	35	31.65942568
Lysinibacillus_varians_strain_GY32	35	32.07645609
Mycobacterium_gordonae_strain_X7091	35	33.49938918
Mycobacterium_kubicae_strain_JCM_13573	35	34.58961219
Neisseria_elongata_strain_M15910	35	30.0670758
Nocardia_wallacei_strain_FMUON74	35	33.2987885
Paenibacillus_guangzhouensis_strain_KCTC_33171	35	27.30472298
Photobacterium_ganghwense_strain_C22	35	26.66704647
Prevotella_fusca_JCM_17724_strain_W1435	35	33.82611111
Prevotella_scopos_JCM_17725_strain_W2052	35	37.45998695
Pseudomonas_toyotomiensis_strain_SM2	35	29.19169041
Rothia_terrae_strain_KJZ14	35	30.5460097
Salicibibacter_halophilus_strain_NKC35	35	34.69680365
Serinicoccus_marinus_DSM_15273_strain_DSM_15273	35	29.8804741
Staphylococcus_auricularis_strain_FDAARGOS_882	35	33.70475877
Staphylococcus_capitis_strain_BN2	35	33.57147601
Staphylococcus_carnosus_strain_FDAARGOS_1147	35	32.9507326
Staphylococcus_haemolyticus_	35	33.9168038
Staphylococcus_hominis_	35	33.67526042
Staphylococcus_warneri_strain_221	35	33.40711084
Acholeplasma_hippikon_strain_NCTC10172	36	34.55086051
Bacteroides_uniformis_CL03T12C37_strain_CL03T12C37	36	34.92130414
Fusobacterium_pseudoperiodonticum_strain_KCOM_1261	36	34.16124552
Marinobacter_adhaerens_strain_HP15B	36	30.56605288
Marinobacter_salsuginis_strain_ECT2AJA044	36	30.8564433
Acholeplasma_laidlawii_strain_NCTC10116	37	32.31053333
Actinobacillus_lignieresii_strain_NCTC10568	37	31.31616523
Actinomyces_qiguomingii_strain_actinomyces_sp_410	37	32.78400357
Anaerostipes_hadrus_	37	38.12700831
Azospirillum_thiophilum_strain_BVS	37	29.54763181
Bacillus_beveridgei_strain_MLTeJB	37	32.86147031
Bacillus_cellulosilyticus_DSM_2522_strain_DSM_2522	37	33.98657761
Bacillus_cereus_03BB102_strain_03BB102	37	30.63047429
Bacillus_haikouensis_strain_MNJ12	37	34.01237016
Bacillus_haynesii_strain_P19	37	33.78335526
Bacillus_oceanisediminis_2691_strain_2691	37	34.4334478
Bacillus_oleronius_strain_DSM_9356	37	32.2255291
Bacillus_paralicheniformis_ATCC_9945a_strain_ATCC_9945a	37	34.580563
Bacillus_siamensis_strain_B28	37	31.67080966
Bacteroides_cellulosilyticus_strain_CL06T03C01	37	32.62367725
Bacteroides_coprosuis_DSM_18011_strain_DSM_18011	37	35.02806886
Brucella_ceti_TE1075912_strain_TE1075912	37	32.47785088
Brucella_pinnipedialis_strain_23a1	37	32.9400682
Burkholderia_contaminans_strain_170816	37	30.07333754
Burkholderia_mallei_ATCC_23344_strain_ATCC_23344	37	31.90447531
Burkholderia_oklahomensis_C6786_strain_C6786	37	31.64510061
Campylobacter_lanienae_	37	37.56369369
Clostridium_beijerinckii_	37	30.79238506
Corynebacterium_timonense_strain_DSM_45434	37	31.59079457
Dermabacter_vaginalis_strain_AD186	37	32.93032213
Desulfovibrio_marinus_strain_CS1	37	47.87838398
Erysipelothrix_larvae_strain_LV19	37	32.92707156
Escherichia_marmotae_strain_HT073016	37	32.42582126
Eubacterium_limosum_	37	34.57029746
Exiguobacterium_antarcticum_B7_strain_Eab7	37	39.70610955
Flavobacterium_indicum_GPTSA1009___DSM_17447_strain_GPTSA1009	37	25.13769621
Francisella_hispaniensis_FSC454_strain_CCUG_58020	37	27.3936054
Halomonas_alkaliphila_strain_X3	37	32.60279343
Halomonas_campaniensis_strain_LS21	37	32.7188121
Klebsiella_quasipneumoniae_	37	32.06124513
Marinobacter_salinus_strain_Hb8	37	29.07105735
Mesoplasma_tabanidae_strain_BARC_857	37	30.39680038
Microbulbifer_hydrolyticus_strain_IRE31	37	28.50416667
Mycobacterium_grossiae_strain_DSM_104744	37	32.22050377
Mycobacterium_lacus_strain_JCM_15657	37	34.54574324
Mycobacterium_paraseoulense_strain_JCM_16952	37	35.03662405
Mycobacterium_saskatchewanense_strain_JCM_13016	37	35.14322638
Mycobacterium_seoulense_strain_JCM_16018	37	35.24393367
Mycobacterium_simiae_strain_JCM_12377	37	33.64645147
Mycoplasma_tullyi_strain_56A97T	37	32.64213759
Oceanobacillus_kimchii_X50_strain_X50	37	32.06327913
Pantoea_alhagi_strain_LTYR11Z	37	30.70387931
Planococcus_massiliensis_	37	27.59439928
Pseudomonas_xinjiangensis_strain_NRRL_B51270	37	28.81919399
Romboutsia_ilealis_strain_CRIB	37	36.425
Salinivibrio_kushneri_strain_AL184	37	28.69637097
Shewanella_indica_strain_Colony474	37	28.41640351
Sphingobacterium_hotanense_strain_AMCC101218	37	29.35692274
Sphingobium_fuliginis_ATCC_27551_strain_ATCC_27551	37	32.65994695
Spiribacter_salinus_M1940_strain_M1940	37	30.18980548
Spiroplasma_mirum_ATCC_29335_strain_ATCC_29335	37	31.29800771
Streptococcus_halotolerans_strain_HTS9	37	32.80754928
Streptomyces_alfalfae_strain_ACCC40021	37	28.92561728
Treponema_succinifaciens_DSM_2489_strain_DSM_2489	37	37.75744444
Vagococcus_teuberi_strain_DSM_21459	37	35.76547958
Virgibacillus_pantothenticus_strain_DSM_26	37	35.9255291
Azoarcus_olearius_strain_BH72	37.5	30.76380827
Hydrogenovibrio_thermophilus_strain_JR2	37.5	29.85476036
Vibrio_diabolicus_strain_FA3	37.5	26.93827493
Bacteroides_xylanisolvens_strain_CL11T00C03	38	32.90878995
Paenibacillus_lentus_strain_DSM_25539	38	29.83032213
Virgibacillus_halodenitrificans_strain_Bac324	38	33.00322802
Nitrospira_moscoviensis_strain_NSP_M1	39	32.14776947
Ruminococcus_champanellensis_18P13___JCM_17042_strain_type_strain3A_18P13	39	43.74136321
Bifidobacterium_eulemuris_strain_DSM_100216	39.5	36.98009642
Bifidobacterium_lemurum_strain_DSM_28807	39.5	36.87145438
Kangiella_profundi_strain_FT102	39.5	29.63075556
Streptococcus_ferus_strain_NCTC12278	39.5	32.72081105
Deinococcus_metallilatus_strain_MA1002	40	34.70271788
Halomonas_beimenensis_strain_NTU111	40	29.86233381
Paracoccus_kondratievae_strain_BJQ0001	40	28.92001445
Mycobacterium_heckeshornense_strain_JCM_15655	42	34.94416446
Acidithiobacillus_caldus_SM1_strain_SM1	45	36.67495357
Acidithiobacillus_caldus_strain_MTH04	45	35.86843164
Thermobispora_bispora_DSM_43833_strain_DSM_43833	45	33.26567211
Thermomonospora_curvata_DSM_43183_strain_DSM_43183	45	33.04155436
Acidimicrobium_ferrooxidans_DSM_10331_strain_DSM_10331	47	37.26913502
Deinococcus_geothermalis_DSM_11300_strain_DSM_11300	47	35.09346667
Flexistipes_sinusarabici_DSM_4947_strain_DSM_4947	47.5	53.61342204
Thauera_hydrothermalis_strain_GD2	47.5	33.20222063
Bacillus_coagulans_26_strain_26	48.5	42.09927536
Bacillus_coagulans_36D1_strain_36D1	48.5	41.95566038
Bacillus_coagulans_DSM_1___ATCC_7050_strain_ATCC_7050	48.5	42.51762402
Mahella_australiensis_501_BON_strain_501_BON	50	53.58424688
Neobacillus_thermocopriae_strain_DUT50_236	50	54.28740991
Roseiflexus_castenholzii_DSM_13941_strain_DSM_13941	50	47.27842262
Saccharomonospora_glauca_K62_strain_K62	50	31.00160428
Chloracidobacterium_thermophilum_B_strain_B	51	44.17486034
Chloracidobacterium_thermophilum_strain_B	51	45.83244726
Thermanaerovibrio_acidaminovorans_DSM_6589_strain_DSM_6589	52.5	58.8335034
Thermodesulfobium_narugense_DSM_14796_strain_DSM_14796	52.5	65.14648338
Anaerolinea_thermophila_UNI1_strain_UNI1	55	50.1919185
Bacillus_methanolicus_MGA3_strain_MGA3	55	35.56628788
Bacillus_smithii_strain_DSM_4216	55	48.83582192
Calditerrivibrio_nitroreducens_DSM_19672_strain_DSM_19672	55	50.48025544
Chloroflexus_aggregans_DSM_9485_strain_DSM_9485	55	46.8212522
Desulfotomaculum_nigrificans_CO1SRB_strain_CO1SRB	55	45.93587719
Geobacillus_stearothermophilus_10_strain_10	55	59.60917749
Geobacillus_stearothermophilus_strain_B5	55	57.89540315
Geobacillus_stearothermophilus_strain_DG1	55	58.72365196
Geobacillus_stearothermophilus_strain_DSM_458	55	57.47677747
Geobacillus_zalihae_strain_SURF114	55	57.71682825
Geobacillus_zalihae_strain_SURF189	55	59.60126392
Hungateiclostridium_thermocellum_AD2_strain_AD2	55	55.72727273
Hungateiclostridium_thermocellum_DSM_1313_strain_DSM_1313	55	55.61753103
Hungateiclostridium_thermocellum_DSM_2360_strain_LQRI	55	55.67248889
Kyrpidia_tusciae_DSM_2912_strain_DSM_2912	55	59.11933422
Meiothermus_taiwanensis_WR220_strain_WR220	55	54.01776896
Parageobacillus_toebii_NBRC_107807_strain_DSM_14590	55	51.63775072
Parageobacillus_toebii_strain_NEB718	55	55.45148561
Syntrophothermus_lipocalidus_DSM_12680_strain_DSM_12680	55	61.87762681
Moorella_thermoacetica_ATCC_39073_strain_ATCC_39073	57	57.4096301
Moorella_thermoacetica_strain_39073HH	57	57.17683616
Moorella_thermoacetica_strain_DSM_103132	57	57.96167127
Moorella_thermoacetica_strain_DSM_103284	57	56.89045961
Moorella_thermoacetica_strain_DSM_2955	57	57.08107345
Moorella_thermoacetica_strain_DSM_521	57	57.04490223
Anoxybacillus_gonensis_strain_G2	57.5	51.7290308
Geobacillus_thermodenitrificans_NG802_strain_NG802	57.5	57.54461905
Geobacillus_thermodenitrificans_strain_ID1	57.5	57.49359838
Geobacillus_thermodenitrificans_strain_KCTC3902	57.5	57.23865058
Geobacillus_thermodenitrificans_strain_T12	57.5	57.42236722
Thermoanaerobacterium_thermosaccharolyticum_M0795_strain_M0795	58.5	59.69902101
Thermoanaerobacterium_thermosaccharolyticum_strain_TG57	58.5	59.47255937
Petrotoga_mobilis_SJ95_strain_SJ95	59	62.42635965
Acidothermus_cellulolyticus_11B_strain_11B__ATCC_43068	60	34.59375568
Anoxybacillus_caldiproteolyticus_strain_U458	60	52.11653262
Anoxybacillus_kamchatkensis_G10_strain_G10	60	56.32532808
Caldithrix_abyssi_DSM_13497_strain_LF13	60	57.55739247
Geobacillus_subterraneus_strain_CPW16	60	57.74941691
Geobacillus_subterraneus_strain_E551	60	60.35799366
Geobacillus_subterraneus_strain_KCTC3922_T_	60	57.85435556
Geobacillus_thermoleovorans_CCB_US3_UF5_strain_CCB_US3_UF5	60	59.28955556
Geobacillus_thermoleovorans_strain_ARTRW1	60	59.21914946
Geobacillus_thermoleovorans_strain_FJAT2391	60	58.39552679
Geobacillus_thermoleovorans_strain_SGAir0734	60	59.26575067
Geobacillus_thermoleovorans_strain_SURF48B	60	59.073
Parageobacillus_thermoglucosidasius_C56YS93_strain_C56YS93	60	58.62025783
Parageobacillus_thermoglucosidasius_strain_DSM_2542	60	59.93436937
Parageobacillus_thermoglucosidasius_strain_TM242	60	60.11098696
Parageobacillus_thermoglucosidasius_strain_Wild_Type	60	59.95279255
Parageobacillus_thermoglucosidasius_TNO09020_strain_TNO09020	60	58.65230203
Thermoanaerobacterium_xylanolyticum_LX11_strain_LX11	60	60.91586629
Thermoclostridium_stercorarium_subsp_stercorarium_DSM_8532_strain_DSM_8532	60	58.85912489
Thermoclostridium_stercorarium_subsp_thermolacticum_DSM_2910_strain_DSM_2910	60	59.08156168
Thermotoga_profunda_AZM34c06_strain_AZM34c06	60	67.84550189
Ureibacillus_thermosphaericus_strain_A1	60	41.37747631
Deferribacter_desulfuricans_SSM1_strain_SSM1	62.5	59.36761975
Geobacillus_kaustophilus_NBRC_102445_strain_NBRC_102445	62.5	58.5952152
Meiothermus_ruber_DSM_1279_strain_DSM_1279	62.5	55.2720467
Coprothermobacter_proteolyticus_DSM_5265_strain_DSM_5265	63	54.18596962
Thermosediminibacter_oceani_DSM_16646_strain_DSM_16646	64	63.06800469
Caldicellulosiruptor_hydrothermalis_108_strain_108	65	72.78063584
Fervidobacterium_islandicum_strain_AW1	65	71.47476435
Rhodothermus_marinus_DSM_4252_strain_DSM_4252	65	61.56632883
Rhodothermus_marinus_strain_AA213	65	62.35845238
Rhodothermus_marinus_strain_AA338	65	62.64042013
Thermus_scotoductus_SA01_strain_SA01	65	58.40893333
Alicyclobacillus_acidocaldarius_subsp_acidocaldarius_DSM_446_strain_DSM_446	65.5	45.60672192
Thermoanaerobacter_kivui_strain_LKT1	66	64.94517544
Thermoanaerobacter_wiegelii_Rt8B1_strain_Rt8B1	66.5	65.36955492
Spirochaeta_thermophila_DSM_6578_strain_DSM_6578	67	44.07071641
Marinithermus_hydrothermalis_DSM_14884_strain_DSM_14884	67.5	57.14598524
Caldicellulosiruptor_lactoaceticus_6A_strain_6A	68	74.57050938
Thermus_thermophilus_	68.5	67.16193231
Thermus_thermophilus_HB27_strain_HB27	68.5	68.25254927
Thermus_thermophilus_HB8_strain_HB8	68.5	68.83270131
Thermus_thermophilus_JL18_strain_JL18	68.5	68.08830782
Thermus_thermophilus_SG05JP1716_strain_SG05JP1716	68.5	68.13907895
Thermus_thermophilus_strain_AA220	68.5	67.86052239
Thermus_thermophilus_strain_AA229	68.5	68.2056145
Thermus_thermophilus_strain_HB27c	68.5	68.10465549
Thermus_thermophilus_strain_HB5002	68.5	68.29166667
Thermus_thermophilus_strain_HB5008	68.5	68.28466258
Thermus_thermophilus_strain_HB5018	68.5	68.00125216
Thermus_thermophilus_strain_HC11	68.5	67.38935053
Ammonifex_degensii_KC4_strain_KC4	70	66.00584958
Caldicellulosiruptor_kronotskyensis_2002_strain_2002	70	73.12279412
Desulfurobacterium_thermolithotrophum_DSM_11699_strain_DSM_11699	70	63.84657534
Fervidobacterium_nodosum_Rt17B1_strain_Rt17B1	70	74.1034153
Geobacillus_thermocatenulatus_strain_KCTC_3921	70	57.90159176
Kosmotoga_pacifica_strain_SLHLJ1	70	59.6168771
Pseudothermotoga_hypogea_DSM_11164___NBRC_106472_strain_DSM_11164	70	69.82842857
Pseudothermotoga_hypogea_DSM_11164___NBRC_106472_strain_NBRC_106472	70	69.69409537
Pseudothermotoga_thermarum_DSM_5069_strain_DSM_5069	70	70.8828841
Thermoanaerobacter_siderophilus_SR4_strain_SR4	70	66.28252149
Thermodesulfatator_indicus_DSM_15286_strain_DSM_15286	70	66.74558442
Thermomicrobium_roseum_DSM_5159_strain_DSM_5159	70	55.60149123
Thermosipho_melanesiensis_strain_431	70	66.31441558
Thermus_brockianus_strain_GE1	70	66.11675875
Thermus_oshimai_JL2_strain_JL2	70	65.23465278
Thermus_parvatiensis_strain_RL	70	59.95055853
Carboxydothermus_hydrogenoformans_Z2901_strain_Z2901	71	60.13703704
Hydrogenobacter_thermophilus_TK6_strain_TK6	72.5	70.22059842
Thermoanaerobacter_italicus_Ab9_strain_Ab9	72.5	63.45848564
Thermoanaerobacter_mathranii_subsp_mathranii_str_A3_strain_A3	72.5	66.69625984
Caldicellulosiruptor_owensensis_OL_strain_OL	75	72.84491928
Thermaerobacter_marianensis_DSM_12885_strain_DSM_12885	75	55.61896325
Thermosipho_africanus_TCF52B_strain_TCF52B	75	70.04957507
Thermovibrio_ammonificans_HB1_strain_HB1	75	67.16446221
Caldicellulosiruptor_kristjanssonii_I77R1B_strain_177R1B	78	68.90699618
Caldicellulosiruptor_obsidiansis_OB47_strain_OB47	78	71.43938785
Dictyoglomus_thermophilum_H612_strain_H612__ATCC_35947	78	68.22413333
Caldicellulosiruptor_bescii_DSM_6725_strain_DSM_6725	79	71.37465636
Fervidobacterium_pennivorans_DSM_9078_strain_DSM_9078	80	64.1120789
Fervidobacterium_pennivorans_strain_DYC	80	73.87447199
Fervidobacterium_pennivorans_strain_T	80	75.37522584
Thermocrinis_albus_DSM_14484_strain_DSM_14484	80	72.604
Thermocrinis_ruber_strain_DSM_23557	80	72.24201662
Thermotoga_maritima_MSB8_strain_MSB8	80	77.79614528
Thermotoga_maritima_strain_Tma100	80	78.74741784
Thermotoga_maritima_strain_Tma200	80	78.74779343
Thermotoga_naphthophila_RKU10_strain_RKU10	80	77.2069605
Thermodesulfobacterium_geofontis_OPF15_strain_OPF15	83	69.27331512
